"Name","AvgCyclomatic","AvgCyclomaticModified","AvgCyclomaticStrict","AvgEssential","AvgLine","AvgLineBlank","AvgLineCode","AvgLineComment","CountDeclClass","CountDeclFile","CountDeclFunction","CountLine","CountLineBlank","CountLineCode","CountLineComment","CountPath","CountStmt","CountStmtDecl","CountStmtExe","Cyclomatic","CyclomaticModified","CyclomaticStrict","Essential","MaxCyclomatic","MaxCyclomaticModified","MaxNesting","RatioCommentToCode","SumCyclomatic","SumCyclomaticModified","SumCyclomaticStrict","SumEssential","Has_Session","Session_Reads","Session_Writes","Cookies","Header_Access","Has_Param","Param_Reads","Context_Switches","DB_Query","DB_Query_Binary","Has_HTML","total_tags","unique_tags","total_attrs","unique_attrs","avg_attrs","max_depth","total_depth","avg_depth","total_comment","total_text","forms","inputs","anchors","frames","scripts","in_page_scripts","external_scripts","css_included","style_tags","inline_css","inline_css_lines","Defect_Count","Defected"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/common.php","2","2","2","1","4","0","4","0","0","","1","129","29","72","28","129024","56","1","55","23","23","35","1","23","23","3","0.39","2","2","2","1","False","0","0","2","5","True","9","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.013888888888888888,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/common_admin.php","23","23","23","1","47","7","39","1","0","","4","228","40","160","28","2","98","8","90","3","3","3","1","74","74","7","0.17","92","92","95","6","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/common_db.php","0","0","0","0","0","0","0","0","0","","0","54","13","31","10","18","20","0","20","9","3","9","1","9","3","1","0.32","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/mysql.php","4","4","4","1","11","1","9","0","1","","29","417","112","291","14","2","188","36","152","2","2","2","1","25","25","6","0.05","117","117","121","33","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/mysql_innodb.php","4","4","4","1","11","1","9","0","1","","29","433","116","303","14","2","197","37","160","2","2","2","1","25","25","6","0.05","119","119","123","33","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/mysqli.php","4","4","4","1","11","1","9","0","1","","29","417","114","288","15","2","187","36","151","2","2","2","1","25","25","6","0.05","116","116","120","31","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.003472222222222222,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/mysqli_innodb.php","4","4","4","1","11","1","9","0","1","","29","433","118","300","15","2","196","37","159","2","2","2","1","25","25","6","0.05","118","118","122","31","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/pgsql.php","4","4","4","1","14","2","11","0","1","","29","514","133","364","18","2","238","40","198","2","2","2","1","29","29","6","0.05","130","130","134","35","False","0","0","0","0","False","0","0","4","True","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/sqlite.php","4","4","4","1","17","2","13","0","1","","30","610","149","430","31","2","291","40","251","2","2","2","1","28","28","6","0.07","147","147","148","37","False","0","0","0","0","False","0","0","7","True","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/dblayer/sqlite3.php","4","4","4","1","17","2","14","1","1","","30","627","156","439","42","2","295","40","255","2","2","2","1","28","28","6","0.10","146","146","148","37","False","0","0","0","0","False","0","0","7","True","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/email.php","5","5","6","2","32","6","23","1","0","","5","202","47","122","33","2","90","8","82","2","2","2","1","7","7","3","0.27","27","27","31","10","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.00819672131147541,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/essentials.php","0","0","0","0","0","0","0","0","0","","0","151","35","82","37","110592","70","0","70","21","21","29","1","21","21","2","0.45","0","0","0","0","False","0","0","0","3","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/flash_messenger.php","1","1","1","1","7","0","6","0","1","","9","121","32","73","16","1","46","16","30","1","1","1","1","5","5","2","0.22","15","15","15","12","True","3","1","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/functions.php","8","8","10","1","44","8","33","3","0","","67","3210","679","2220","323","1","1373","117","1256","1","1","1","1","29","29","7","0.15","593","589","688","120","True","5","0","10","7","True","12","32","0","False","True","53","20","46","13","1.1521739130434783","6","177","0.2994350282485876","0","90","1","2","1","0","0","0","0","0","0","1","4",0.0013513513513513514,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/idna/idna_convert.class.php","8","7","9","5","29","0","26","3","1","","25","1605","42","1266","335","1","486","53","433","1","1","1","1","33","29","5","0.26","204","186","234","129","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/loader.php","5","5","6","3","31","4","23","2","1","","16","584","120","390","74","1","200","20","180","1","1","1","1","17","17","5","0.19","92","92","104","53","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/parser.php","14","14","16","6","73","12","56","5","0","","12","965","175","685","109","2","486","22","464","3","3","3","1","59","59","8","0.16","174","174","203","77","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.00145985401459854,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/search_functions.php","20","17","22","3","115","20","90","4","0","","7","853","155","638","60","4","321","13","308","3","3","3","1","49","47","7","0.09","140","122","160","21","False","0","0","0","0","True","5","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.001567398119122257,"yes"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/search_idx.php","12","12","12","1","76","13","60","3","0","","3","269","50","188","31","8","93","5","88","4","4","4","1","22","22","3","0.16","38","38","38","3","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Default/forum_urls.php","0","0","0","0","0","0","0","0","0","","0","104","3","92","9","2","3","0","3","2","2","2","1","2","2","1","0.10","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Default/reserved_strings.php","0","0","0","0","0","0","0","0","0","","0","24","4","12","8","1","1","0","1","1","1","1","1","1","1","0","0.67","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Default/rewrite_rules.php","0","0","0","0","0","0","0","0","0","","0","60","2","51","7","1","1","0","1","1","1","1","1","1","1","0","0.14","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based/forum_urls.php","0","0","0","0","0","0","0","0","0","","0","106","3","94","9","2","3","0","3","2","2","2","1","2","2","1","0.10","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based/reserved_strings.php","0","0","0","0","0","0","0","0","0","","0","24","4","12","8","1","1","0","1","1","1","1","1","1","1","0","0.67","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based/rewrite_rules.php","0","0","0","0","0","0","0","0","0","","0","61","2","52","7","1","1","0","1","1","1","1","1","1","1","0","0.13","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based_(fancy)/forum_urls.php","0","0","0","0","0","0","0","0","0","","0","107","3","94","10","2","3","0","3","2","2","2","1","2","2","1","0.11","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based_(fancy)/reserved_strings.php","0","0","0","0","0","0","0","0","0","","0","24","4","12","8","1","1","0","1","1","1","1","1","1","1","0","0.67","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/File_based_(fancy)/rewrite_rules.php","0","0","0","0","0","0","0","0","0","","0","61","2","52","7","1","1","0","1","1","1","1","1","1","1","0","0.13","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based/forum_urls.php","0","0","0","0","0","0","0","0","0","","0","104","3","92","9","2","3","0","3","2","2","2","1","2","2","1","0.10","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based/reserved_strings.php","0","0","0","0","0","0","0","0","0","","0","24","4","12","8","1","1","0","1","1","1","1","1","1","1","0","0.67","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based/rewrite_rules.php","0","0","0","0","0","0","0","0","0","","0","61","2","52","7","1","1","0","1","1","1","1","1","1","1","0","0.13","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based_(fancy)/forum_urls.php","0","0","0","0","0","0","0","0","0","","0","105","3","92","10","2","3","0","3","2","2","2","1","2","2","1","0.11","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based_(fancy)/reserved_strings.php","0","0","0","0","0","0","0","0","0","","0","24","4","12","8","1","1","0","1","1","1","1","1","1","1","0","0.67","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/url/Folder_based_(fancy)/rewrite_rules.php","0","0","0","0","0","0","0","0","0","","0","61","2","52","7","1","1","0","1","1","1","1","1","1","1","0","0.13","0","0","0","0","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/mbstring/core.php","2","2","2","1","7","0","6","0","0","","6","140","11","45","84","2","28","6","22","2","2","2","1","5","5","2","1.87","12","12","12","10","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/native/core.php","6","6","6","3","49","10","36","3","0","","6","438","68","221","149","2","103","8","95","2","2","2","1","17","17","4","0.67","38","38","40","22","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/ord.php","13","13","20","13","75","11","64","0","0","","1","92","13","65","14","1","36","1","35","1","1","1","1","13","13","1","0.22","13","13","20","13","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/str_ireplace.php","8","8","8","5","55","17","38","0","0","","1","80","20","39","21","1","27","1","26","1","1","1","1","8","8","4","0.54","8","8","8","5","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/str_pad.php","5","5","5","5","35","8","27","0","0","","1","57","9","28","20","1","22","1","21","1","1","1","1","5","5","1","0.71","5","5","5","5","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/str_split.php","3","3","4","3","15","4","11","0","0","","1","35","5","12","18","1","8","1","7","1","1","1","1","3","3","1","1.50","3","3","4","3","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/strcasecmp.php","1","1","1","1","5","0","5","0","0","","1","26","2","6","18","1","4","1","3","1","1","1","1","1","1","0","3.00","1","1","1","1","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/strcspn.php","4","4","6","3","21","7","14","0","0","","1","41","9","15","17","1","10","1","9","1","1","1","1","4","4","1","1.13","4","4","6","3","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/stristr.php","3","3","3","3","16","4","12","0","0","","1","36","5","13","18","1","9","1","8","1","1","1","1","3","3","1","1.38","3","3","3","3","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/strrev.php","1","1","1","1","4","0","4","0","0","","1","22","2","5","15","1","3","1","2","1","1","1","1","1","1","0","3.00","1","1","1","1","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/strspn.php","3","3","4","1","17","6","11","0","0","","1","36","8","12","16","1","8","1","7","1","1","1","1","3","3","1","1.33","3","3","4","1","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
"/Users/sbicer/Desktop/akademik/punbb/punbb-1.4b1/include/utf8/substr_replace.php","2","2","2","1","9","0","9","0","0","","1","24","1","10","13","1","7","1","6","1","1","1","1","2","2","1","1.30","2","2","2","1","False","0","0","0","0","False","0","0","0","False","False","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,"no"
