Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/database.mysqli.inc",2,2,2,1,9,0,8,0,0,,18,357,0,0,357,41,0,0,41,146,0,146,173,0,0,173,1,109,24,0,24,85,0,85,1,1,1,1,6,6,1,1.18,36,36,38,18
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/database.pgsql.inc",2,2,2,1,10,0,9,0,0,,41,919,0,0,919,86,0,0,86,389,0,389,447,0,0,447,1,254,44,0,44,210,0,210,1,1,1,1,9,9,2,1.15,97,97,105,41
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/file.inc",4,4,5,2,35,2,29,2,0,,28,1376,0,0,1376,108,0,0,108,847,0,847,425,0,0,425,1,350,33,0,33,317,0,317,1,1,1,1,15,11,5,0.50,126,122,151,64
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/form.inc",4,4,5,1,21,1,16,3,0,,70,2559,0,0,2559,197,0,0,197,1162,0,1162,1200,0,0,1200,1,736,83,0,83,653,0,653,1,1,1,1,28,28,6,1.03,333,325,413,99
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/image.gd.inc",2,2,3,2,16,1,14,1,0,,9,221,0,0,221,26,0,0,26,128,0,128,67,0,0,67,1,86,9,0,9,77,0,77,1,1,1,1,7,7,2,0.52,26,26,28,19
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/image.inc",2,2,2,1,11,1,10,0,0,,9,270,0,0,270,25,0,0,25,93,0,93,152,0,0,152,1,62,10,0,10,52,0,52,1,1,1,1,4,4,2,1.63,22,22,25,11
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/install.inc",5,5,6,1,23,1,20,1,0,,22,737,0,0,737,62,0,0,62,460,0,460,216,0,0,216,1,317,29,0,29,288,0,288,1,1,1,1,22,17,6,0.47,128,116,148,29
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/install.mysql.inc",6,6,6,3,49,6,38,4,0,,2,117,0,0,117,16,0,0,16,78,0,78,23,0,0,23,1,57,2,0,2,55,0,55,1,1,1,1,12,12,1,0.29,13,13,13,7
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/install.mysqli.inc",6,6,6,3,47,6,37,3,0,,2,112,0,0,112,15,0,0,15,76,0,76,21,0,0,21,1,56,2,0,2,54,0,54,1,1,1,1,11,11,1,0.28,12,12,13,7
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/install.pgsql.inc",8,8,8,3,61,6,50,4,0,,2,140,0,0,140,16,0,0,16,101,0,101,23,0,0,23,1,71,2,0,2,69,0,69,1,1,1,1,16,16,1,0.23,17,17,17,6
