Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Function,"getMapObjectZoom",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoomFromMapObjectBounds",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoomFromMapObjectBounds",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMapObjectZoomFromOLZoom",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMapObjectZoomFromOLZoom",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMargins",,,,,,,,,,,,77,,77,,7,,7,,67,67,,4,,4,,960,,3,3,,30,30,,17,17,28,1,,,6,,,,,
Function,"getMarkerAngles",,,,,,,,,,,,13,,13,,0,,0,,13,13,,0,,0,,5,,1,1,,7,7,,5,5,5,5,,,4,,,,,
Function,"getMarkerPoints",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMarkers",,,,,,,,,,,,8,,8,,0,,0,,8,8,,0,,0,,2,,2,2,,4,4,,2,2,2,1,,,1,,,,,
Function,"getMarkers",,,,,,,,,,,,10,,10,,1,,1,,9,9,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMarkers",,,,,,,,,,,,5,,5,,0,,0,,5,5,,0,,0,,1,,3,3,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMarkers",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMatrix",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,5,,5,5,,10,10,,5,5,6,1,,,4,,,,,
Function,"getMaxExtent",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getMaxExtent",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,3,,2,2,,5,5,,3,3,5,1,,,2,,,,,
Function,"getMaxResolution",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getMode",,,,,,,,,,,,13,,13,,0,,0,,13,13,,0,,0,,18,,4,4,,9,9,,6,6,8,1,,,2,,,,,
Function,"getMouseCoordinates",,,,,,,,,,,,22,,22,,1,,1,,21,21,,0,,0,,1,,4,4,,3,3,,1,1,1,1,,,0,,,,,
Function,"getMousePosition",,,,,,,,,,,,4,,4,,0,,0,,4,4,,0,,0,,24,,1,1,,14,14,,6,6,10,1,,,2,,,,,
Function,"getName",,,,,,,,,,,,19,,19,,0,,0,,19,19,,0,,0,,2,,7,7,,10,10,,3,3,3,1,,,1,,,,,
Function,"getNamespacePrefix",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,4,,2,2,,6,6,,4,4,4,4,,,3,,,,,
Function,"getNextEl",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,2,1,,,0,,,,,
Function,"getNextElement",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,3,,3,3,,5,5,,3,3,3,1,,,2,,,,,
Function,"getNextListId",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getNextTabId",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getNodeFromRowAndCellIndex",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getNodeType",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,6,,2,2,,13,13,,10,4,10,1,,,3,,,,,
Function,"getNodeType",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,8,,2,2,,17,17,,11,5,11,1,,,3,,,,,
Function,"getNodeType",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,0,0,,1,1,1,1,,,0,,,,,
Function,"getNodes",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,5,5,,3,3,,2,2,2,1,,,1,,,,,
Function,"getNodes",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,4,4,,3,3,,1,1,1,1,,,0,,,,,
Function,"getNonHidden",,,,,,,,,,,,12,,12,,0,,0,,12,12,,0,,0,,4,,4,4,,6,6,,5,5,6,3,,,3,,,,,
Function,"getNumLayers",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getNumZoomLevels",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getNumber",,,,,,,,,,,,10,,10,,0,,0,,10,10,,0,,0,,2,,5,5,,4,4,,6,6,7,1,,,1,,,,,
Function,"getOLBoundsFromMapObjectBounds",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,3,,4,4,,8,8,,3,3,3,1,,,2,,,,,
Function,"getOLLonLatFromMapObjectLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getOLPixelFromMapObjectPixel",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getOLZoomFromMapObjectZoom",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,4,4,,2,2,2,1,,,1,,,,,
Function,"getOLZoomFromMapObjectZoom",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getOffset",,,,,,,,,,,,89,,89,,16,,16,,70,70,,6,,6,,24,,3,3,,24,24,,10,10,19,1,,,2,,,,,
Function,"getOption",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getOptions",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getOptions",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getOverviewPxFromLonLat",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getParameterString",,,,,,,,,,,,4,,4,,0,,0,,4,4,,0,,0,,5,,6,6,,10,10,,6,6,9,1,,,4,,,,,
Function,"getParameters",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,8,,9,9,,10,10,,6,6,8,1,,,3,,,,,
Function,"getParser",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,3,,3,3,,5,5,,3,3,6,3,,,2,,,,,
Function,"getParser",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,6,,3,3,,7,7,,4,4,7,3,,,2,,,,,
Function,"getParserById",,,,,,,,,,,,9,,9,,0,,0,,9,9,,0,,0,,3,,2,2,,4,4,,3,3,3,3,,,2,,,,,
Function,"getPixelFromLonLat",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,2,2,,3,3,,1,1,1,1,,,0,,,,,
Function,"getPlotLinePath",,,,,,,,,,,,32,,32,,3,,3,,29,29,,1,,1,,5,,2,2,,14,14,,6,6,13,1,,,3,,,,,
Function,"getPoint",,,,,,,,,,,,4,,4,,0,,0,,4,4,,0,,0,,1,,2,2,,1,1,,1,1,1,1,,,0,,,,,
Function,"getPointSpline",,,,,,,,,,,,76,,76,,9,,9,,60,60,,10,,10,,20,,3,3,,27,27,,7,7,16,1,,,3,,,,,
Function,"getPoints",,,,,,,,,,,,5,,5,,0,,0,,5,5,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getPosition",,,,,,,,,,,,16,,16,,4,,4,,10,10,,2,,2,,5,,2,2,,9,9,,5,5,5,1,,,1,,,,,
Function,"getPosition",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getPosition",,,,,,,,,,,,14,,14,,0,,0,,14,14,,0,,0,,3,,2,2,,9,9,,3,3,4,1,,,2,,,,,
Function,"getProjection",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,2,2,,1,1,,2,2,2,1,,,0,,,,,
Function,"getProjectionObject",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getProperty",,,,,,,,,,,,8,,8,,1,,1,,7,7,,0,,0,,2,,3,3,,3,3,,2,2,2,1,,,1,,,,,
Function,"getRGB",,,,,,,,,,,,30,,30,,7,,7,,16,16,,7,,7,,7,,2,2,,13,13,,7,7,9,7,,,1,,,,,
Function,"getRange",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getRange",,,,,,,,,,,,8,,8,,0,,0,,8,8,,0,,0,,2,,4,4,,6,6,,2,2,2,1,,,1,,,,,
Function,"getRectBoundsFromMapBounds",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,6,6,,3,3,,2,2,3,1,,,1,,,,,
Function,"getReflectedControlPoint",,,,,,,,,,,,9,,9,,1,,1,,7,7,,1,,1,,2,,2,2,,3,3,,2,2,3,1,,,1,,,,,
Function,"getRenderLayerId",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getRenderLayerId",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getRenderedDimensions",,,,,,,,,,,,8,,8,,0,,0,,8,8,,0,,0,,1024,,8,8,,36,36,,15,15,19,7,,,3,,,,,
Function,"getResolution",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,3,,4,4,,5,5,,3,3,4,1,,,2,,,,,
Function,"getResolution",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,2,2,,1,1,,1,1,1,1,,,0,,,,,
Function,"getResolution",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,3,,2,2,,5,5,,3,3,4,1,,,2,,,,,
Function,"getResolution",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,2,2,,1,1,2,1,,,0,,,,,
Function,"getResolutionForZoom",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,2,,4,4,,5,5,,2,2,2,1,,,1,,,,,
Function,"getResolutionForZoom",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getResolutionFromScale",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,3,,3,3,,5,5,,3,3,3,1,,,2,,,,,
Function,"getResponseHeader",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getResponseHeader",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getResponseHeader",,,,,,,,,,,,12,,12,,0,,0,,12,12,,0,,0,,4,,2,2,,7,7,,5,5,5,1,,,3,,,,,
Function,"getSVG",,,,,,,,,,,,122,,122,,19,,19,,83,83,,25,,25,,4,,8,8,,38,38,,3,3,3,1,,,1,,,,,
Function,"getSafeContentSize",,,,,,,,,,,,11,,11,,0,,0,,11,11,,0,,0,,56,,10,10,,32,32,,10,7,12,1,,,3,,,,,
Function,"getScalar",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getScale",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getScaleFromResolution",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,2,2,,3,3,,2,2,2,1,,,1,,,,,
Function,"getScript",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getScriptUrl",,,,,,,,,,,,11,,11,,1,,1,,9,9,,1,,1,,2,,3,3,,3,3,,2,2,2,1,,,1,,,,,
Function,"getScrollbarWidth",,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,,6,6,,20,20,,2,2,2,1,,,1,,,,,
Function,"getScrollerElement",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getSearchCursor",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getSegments",,,,,,,,,,,,17,,17,,1,,1,,15,15,,2,,2,,1,,3,3,,8,8,,1,1,1,1,,,0,,,,,
Function,"getSelectedPoints",,,,,,,,,,,,9,,9,,0,,0,,9,9,,0,,0,,1,,4,4,,4,4,,1,1,1,1,,,0,,,,,
Function,"getSelectedSeries",,,,,,,,,,,,5,,5,,0,,0,,5,5,,0,,0,,1,,2,2,,2,2,,1,1,1,1,,,0,,,,,
Function,"getSelection",,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,,1,1,,1,1,,1,1,1,1,,,0,,,,,
Function,"getSeriesExtremes",,,,,,,,,,,,145,,145,,20,,20,,106,106,,23,,23,,1,,8,8,,58,58,,1,1,1,1,,,0,,,,,
Function,"getShortString",,,,,,,,,,,,0,,0,,0,,0,,0,0,,0,,0,,2,,4,4,,3,3,,2,2,2,1,,,1,,,,,
Function,"getSiblingNodesByTagCriteria",,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,8,,3,3,,15,15,,8,8,11,1,,,4,,,,,
